,Title,Relase,Audience Rating,Runtime,Genre,IMDB Rating,Votes,Box Office Earnings,Director,Actors,Description
182,28 Days Later...,-2002,R,113 min,"Action, Drama, Horror            ",7.6,"3,68,077","3,68,077",Danny Boyle,"['Cillian Murphy', 'Naomie Harris', 'Christopher Eccleston', 'Alex Palmer']","Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary."
183,Battle Royale,-2000,Not Rated,114 min,"Action, Adventure, Drama            ",7.6,"1,65,793","1,65,793",Kinji Fukasaku,"['Tatsuya Fujiwara', 'Aki Maeda', 'Tarô Yamamoto', 'Takeshi Kitano']","In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act."
184,The Royal Tenenbaums,-2001,R,110 min,"Comedy, Drama            ",7.6,"2,59,886","2,59,886",Wes Anderson,"['Gene Hackman', 'Gwyneth Paltrow', 'Anjelica Huston', 'Ben Stiller']",The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.
185,Y Tu Mamá También,-2001,R,106 min,Drama            ,7.6,"1,13,171","1,13,171",Alfonso Cuarón,"['Maribel Verdú', 'Gael García Bernal', 'Daniel Giménez Cacho', 'Ana López Mercado']","In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other."
186,Harry Potter and the Sorcerer's Stone,-2001,PG,152 min,"Adventure, Family, Fantasy            ",7.6,"6,20,987","6,20,987",Chris Columbus,"['Daniel Radcliffe', 'Rupert Grint', 'Richard Harris', 'Maggie Smith']","An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
187,The Others,-2001,PG-13,104 min,"Horror, Mystery, Thriller            ",7.6,"3,29,248","3,29,248",Alejandro Amenábar,"['Nicole Kidman', 'Christopher Eccleston', 'Fionnula Flanagan', 'Alakina Mann']",A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.
188,Blow,-2001,R,124 min,"Biography, Crime, Drama            ",7.6,"2,35,504","2,35,504",Ted Demme,"['Johnny Depp', 'Penélope Cruz', 'Franka Potente', 'Rachel Griffiths']","The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States."
189,Enemy at the Gates,-2001,R,131 min,"Drama, History, War            ",7.6,"2,37,222","2,37,222",Jean-Jacques Annaud,"['Jude Law', 'Ed Harris', 'Joseph Fiennes', 'Rachel Weisz']",A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.
190,Traffic,-2000,R,147 min,"Crime, Drama, Thriller            ",7.6,"1,92,548","1,92,548",Steven Soderbergh,"['Michael Douglas', 'Benicio Del Toro', 'Catherine Zeta-Jones', 'Jacob Vargas']","A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business."
191,Minority Report,-2002,PG-13,145 min,"Action, Crime, Mystery            ",7.6,"4,96,628","4,96,628",Steven Spielberg,"['Tom Cruise', 'Colin Farrell', 'Samantha Morton', 'Max von Sydow']","In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
192,The Hurricane,-1999,R,146 min,"Biography, Drama, Sport            ",7.6,"89,848","89,848",Norman Jewison,"['Denzel Washington', 'Vicellous Shannon', 'Deborah Kara Unger', 'Liev Schreiber']","The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence."
193,American Psycho,-2000,R,101 min,"Comedy, Crime, Drama            ",7.6,"4,69,372","4,69,372",Mary Harron,"['Christian Bale', 'Justin Theroux', 'Josh Lucas', 'Bill Sage']","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
194,Run Lola Run,-1998,R,80 min,"Crime, Drama, Thriller            ",7.6,"1,85,378","1,85,378",Tom Tykwer,"['Franka Potente', 'Moritz Bleibtreu', 'Herbert Knaup', 'Nina Petri']","After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
195,The Thin Red Line,-1998,R,170 min,"Drama, War            ",7.6,"1,68,597","1,68,597",Terrence Malick,"['Jim Caviezel', 'Sean Penn', 'Nick Nolte', 'Kirk Acevedo']","Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
196,Mulan,-1998,G,88 min,"Animation, Adventure, Family            ",7.6,"2,42,870","2,42,870",Tony Bancroft,"['Barry Cook', 'Ming-Na Wen', 'Eddie Murphy', 'BD Wong']","To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
197,Fear and Loathing in Las Vegas,-1998,R,118 min,"Adventure, Comedy, Drama            ",7.6,"2,53,760","2,53,760",Terry Gilliam,"['Johnny Depp', 'Benicio Del Toro', 'Tobey Maguire', 'Michael Lee Gogin']",An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.
198,Funny Games,-1997,Not Rated,108 min,"Crime, Drama, Thriller            ",7.6,"62,335","62,335",Michael Haneke,"['Susanne Lothar', 'Ulrich Mühe', 'Arno Frisch', 'Frank Giering']","Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement."
199,Dark City,-1998,R,100 min,"Mystery, Sci-Fi, Thriller            ",7.6,"1,84,485","1,84,485",Alex Proyas,"['Rufus Sewell', 'Kiefer Sutherland', 'Jennifer Connelly', 'William Hurt']","A man struggles with memories of his past, which includes a wife he cannot remember, and a nightmarish world, no one else seems to be waking up from."
200,Sleepers,-1996,R,147 min,"Crime, Drama, Thriller            ",7.6,"1,83,242","1,83,242",Barry Levinson,"['Robert De Niro', 'Kevin Bacon', 'Brad Pitt', 'Jason Patric']","After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge."
201,Lost Highway,-1997,R,134 min,"Mystery, Thriller            ",7.6,"1,26,956","1,26,956",David Lynch,"['Bill Pullman', 'Patricia Arquette', 'John Roselius', 'Louis Eppolito']","After a bizarre encounter at a party with a stranger, a jazz saxophonist is framed for the murder of his wife and sent to prison, where he inexplicably morphs into a young mechanic, gets released, and begins leading a new life."
202,Sense and Sensibility,-1995,PG,136 min,"Drama, Romance            ",7.6,"98,885","98,885",Ang Lee,"['Emma Thompson', 'Kate Winslet', 'James Fleet', 'Tom Wilkinson']","Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
203,Die Hard with a Vengeance,-1995,R,128 min,"Action, Adventure, Thriller            ",7.6,"3,56,008","3,56,008",John McTiernan,"['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson', 'Graham Greene']","John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building."
204,Dead Man,-1995,R,121 min,"Adventure, Drama, Fantasy            ",7.6,"88,343","88,343",Jim Jarmusch,"['Johnny Depp', 'Gary Farmer', 'Crispin Glover', 'Lance Henriksen']","On the run after murdering a man, accountant William Blake encounters a strange Native American man named Nobody who prepares him for his journey into the spiritual world."
205,The Bridges of Madison County,-1995,PG-13,135 min,"Drama, Romance            ",7.6,"70,725","70,725",Clint Eastwood,"['Clint Eastwood', 'Meryl Streep', 'Annie Corley', 'Victor Slezak']",Photographer Robert Kincaid (Clint Eastwood) wanders into the life of housewife Francesca Johnson (Meryl Streep) for four days in the 1960s.
206,Apollo 13,(I) (1995),PG,140 min,"Adventure, Drama, History            ",7.6,"2,61,132","2,61,132",Ron Howard,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon', 'Gary Sinise']",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
207,Three Colors: White,-1994,R,92 min,"Comedy, Drama, Romance            ",7.6,"61,375","61,375",Krzysztof Kieslowski,"['Zbigniew Zamachowski', 'Julie Delpy', 'Janusz Gajos', 'Jerzy Stuhr']","After his wife divorces him, a Polish immigrant plots to get even with her."
208,The Crow,-1994,R,102 min,"Action, Drama, Fantasy            ",7.6,"1,63,005","1,63,005",Alex Proyas,"['Brandon Lee', 'Michael Wincott', 'Rochelle Davis', 'Ernie Hudson']",A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.
209,Falling Down,-1993,R,113 min,"Crime, Drama, Thriller            ",7.6,"1,65,571","1,65,571",Joel Schumacher,"['Michael Douglas', 'Robert Duvall', 'Barbara Hershey', 'Rachel Ticotin']",An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.
210,Dazed and Confused,-1993,R,102 min,Comedy            ,7.6,"1,60,313","1,60,313",Richard Linklater,"['Jason London', 'Wiley Wiggins', 'Matthew McConaughey', 'Rory Cochrane']",The adventures of high school and junior high students on the last day of school in May 1976.
211,My Cousin Vinny,-1992,R,120 min,"Comedy, Crime            ",7.6,"1,03,258","1,03,258",Jonathan Lynn,"['Joe Pesci', 'Marisa Tomei', 'Ralph Macchio', 'Mitchell Whitfield']","Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
212,Only Yesterday,-1991,PG,118 min,"Animation, Drama, Romance            ",7.6,"25,018","25,018",Isao Takahata,"['Miki Imai', 'Toshirô Yanagiba', 'Yoko Honna', 'Mayumi Izuka']",A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.
213,Delicatessen,-1991,R,99 min,"Comedy, Crime            ",7.6,"78,840","78,840",Marc Caro,"['Jean-Pierre Jeunet', 'Marie-Laure Dougnac', 'Dominique Pinon', 'Pascal Benezech']",Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.
214,The Hunt for Red October,-1990,PG,135 min,"Action, Adventure, Thriller            ",7.6,"1,74,143","1,74,143",John McTiernan,"['Sean Connery', 'Alec Baldwin', 'Scott Glenn', 'Sam Neill']","In November 1984, the Soviet Union's best submarine Captain in their newest sub violates orders and heads for the U.S. Is he trying to defect or to start a war?"
215,Home Alone,-1990,PG,103 min,"Comedy, Family            ",7.6,"4,49,683","4,49,683",Chris Columbus,"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', 'John Heard']",An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
216,The Godfather: Part III,-1990,R,162 min,"Crime, Drama            ",7.6,"3,48,535","3,48,535",Francis Ford Coppola,"['Al Pacino', 'Diane Keaton', 'Andy Garcia', 'Talia Shire']","In the midst of trying to legitimize his business dealings in New York City and Italy in 1979, aging Mafia Don Michael Corleone seeks to avow for his sins, while taking his nephew Vincent Mancini under his wing."
217,When Harry Met Sally...,-1989,R,95 min,"Comedy, Drama, Romance            ",7.6,"1,89,604","1,89,604",Rob Reiner,"['Billy Crystal', 'Meg Ryan', 'Carrie Fisher', 'Bruno Kirby']","Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship."
218,National Lampoon's Christmas Vacation,-1989,PG-13,97 min,Comedy            ,7.6,"1,48,000","1,48,000",Jeremiah S. Chechik,"['Chevy Chase', ""Beverly D'Angelo"", 'Juliette Lewis', 'Johnny Galecki']",The Griswold family's plans for a big family Christmas predictably turn into a big disaster.
219,The Little Mermaid,-1989,G,83 min,"Animation, Family, Fantasy            ",7.6,"2,30,502","2,30,502",Ron Clements,"['John Musker', 'Jodi Benson', 'Samuel E. Wright', 'Rene Auberjonois']",A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.
220,The Naked Gun: From the Files of Police Squad!,-1988,PG-13,85 min,"Comedy, Crime            ",7.6,"1,47,194","1,47,194",David Zucker,"['Leslie Nielsen', 'Priscilla Presley', 'O.J. Simpson', 'Ricardo Montalban']",Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.
221,Dangerous Liaisons,-1988,R,119 min,"Drama, Romance            ",7.6,"62,917","62,917",Stephen Frears,"['Glenn Close', 'John Malkovich', 'Michelle Pfeiffer', 'Swoosie Kurtz']",A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.
222,"Planes, Trains & Automobiles",-1987,R,93 min,"Comedy, Drama            ",7.6,"1,18,626","1,18,626",John Hughes,"['Steve Martin', 'John Candy', 'Laila Robins', 'Michael McKean']",A man must struggle to travel home for Thanksgiving with a lovable oaf of a shower curtain ring salesman as his only companion.
223,Lethal Weapon,-1987,R,109 min,"Action, Crime, Thriller            ",7.6,"2,31,468","2,31,468",Richard Donner,"['Mel Gibson', 'Danny Glover', 'Gary Busey', 'Mitchell Ryan']",Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.
224,Indiana Jones and the Temple of Doom,-1984,PG,118 min,"Action, Adventure            ",7.6,"4,35,738","4,35,738",Steven Spielberg,"['Harrison Ford', 'Kate Capshaw', 'Ke Huy Quan', 'Amrish Puri']","In 1935, Indiana Jones arrives in India, still part of the British Empire, and is asked to find a mystical stone. He then stumbles upon a secret cult committing enslavement and human sacrifices in the catacombs of an ancient palace."
225,Blood Simple,-1984,R,99 min,"Crime, Drama, Thriller            ",7.6,"84,905","84,905",Joel Coen,"['Ethan Coen', 'John Getz', 'Frances McDormand', 'Dan Hedaya']","A rich but jealous man hires a private investigator to kill his cheating wife and her lover. However, nothing is simple when blood is involved."
226,The Secret of NIMH,-1982,G,82 min,"Animation, Adventure, Drama            ",7.6,"35,299","35,299",Don Bluth,"['Elizabeth Hartman', 'Derek Jacobi', 'Dom DeLuise', 'Arthur Malet']","To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she ever suspected."
227,On Golden Pond,-1981,PG,109 min,Drama            ,7.6,"26,864","26,864",Mark Rydell,"['Katharine Hepburn', 'Henry Fonda', 'Jane Fonda', 'Doug McKeon']","Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms."
228,Mad Max 2: The Road Warrior,-1981,R,96 min,"Action, Adventure, Sci-Fi            ",7.6,"1,62,754","1,62,754",George Miller,"['Mel Gibson', 'Bruce Spence', 'Michael Preston', 'Max Phipps']","In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
229,The Warriors,-1979,R,92 min,"Action, Crime, Thriller            ",7.6,"91,297","91,297",Walter Hill,"['Michael Beck', 'James Remar', 'Dorsey Wright', 'Brian Tyler']","In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down."
230,The Muppet Movie,-1979,G,95 min,"Adventure, Comedy, Family            ",7.6,"31,708","31,708",James Frawley,"['Jim Henson', 'Frank Oz', 'Jerry Nelson', 'Richard Hunt']","Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit."
231,Escape from Alcatraz,-1979,PG,112 min,"Biography, Crime, Drama            ",7.6,"1,15,424","1,15,424",Don Siegel,"['Clint Eastwood', 'Patrick McGoohan', 'Roberts Blossom', 'Jack Thibeau']","Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world."
232,Watership Down,-1978,PG,91 min,"Animation, Adventure, Drama            ",7.6,"32,882","32,882",Martin Rosen,"['John Hubley', 'John Hurt', 'Richard Briers', 'Ralph Richardson']",A group of rabbits flee their doomed warren and face many dangers to find and protect their new home.
233,Midnight Express,-1978,R,121 min,"Biography, Crime, Drama            ",7.6,"71,316","71,316",Alan Parker,"['Brad Davis', 'Irene Miracle', 'Bo Hopkins', 'Paolo Bonacelli']","Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison."
234,Close Encounters of the Third Kind,-1977,PG,138 min,"Drama, Sci-Fi            ",7.6,"1,79,360","1,79,360",Steven Spielberg,"['Richard Dreyfuss', 'François Truffaut', 'Teri Garr', 'Melinda Dillon']","Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO."
235,Robin Hood,-1973,G,83 min,"Animation, Adventure, Comedy            ",7.6,"1,12,153","1,12,153",Wolfgang Reitherman,"['David Hand', 'Brian Bedford', 'Phil Harris', 'Roger Miller']",The story of the legendary outlaw is portrayed with the characters as humanoid animals.
236,The Long Goodbye,-1973,R,112 min,"Comedy, Crime, Drama            ",7.6,"25,005","25,005",Robert Altman,"['Elliott Gould', 'Nina van Pallandt', 'Sterling Hayden', 'Mark Rydell']","Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder."
237,Duck You Sucker,-1971,PG,138 min,"Drama, War, Western            ",7.6,"29,049","29,049",Sergio Leone,"['Rod Steiger', 'James Coburn', 'Romolo Valli', 'Maria Monti']",A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.
238,And Now for Something Completely Different,-1971,PG,88 min,Comedy            ,7.6,"28,337","28,337",Ian MacNaughton,"['John Cleese', 'Michael Palin', 'Graham Chapman', 'Terry Gilliam']",An anthology of the best sketches from the first and second seasons of Monty Python's Flying Circus (1969).
239,Kelly's Heroes,-1970,GP,144 min,"Adventure, Comedy, War            ",7.6,"44,140","44,140",Brian G. Hutton,"['Clint Eastwood', 'Telly Savalas', 'Don Rickles', ""Carroll O'Connor""]",A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.
240,The Jungle Book,-1967,G,78 min,"Animation, Adventure, Family            ",7.6,"1,61,615","1,61,615",Wolfgang Reitherman,"['James Algar', 'Jack Kinney', 'Phil Harris', 'Sebastian Cabot']",Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
241,Blow-Up,-1966,Not Rated,111 min,"Drama, Mystery, Thriller            ",7.6,"54,754","54,754",Michelangelo Antonioni,"['David Hemmings', 'Vanessa Redgrave', 'Sarah Miles', 'John Castle']",A mod London photographer finds something very suspicious in the shots he has taken of a mysterious beauty in a desolate park.
242,Pierrot le Fou,-1965,Not Rated,110 min,"Crime, Drama, Romance            ",7.6,"28,253","28,253",Jean-Luc Godard,"['Jean-Paul Belmondo', 'Anna Karina', 'Graziella Galvani', 'Aicha Abadir']","Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run."
243,A Hard Day's Night,-1964,G,87 min,"Comedy, Music, Musical            ",7.6,"39,183","39,183",Richard Lester,"['John Lennon', 'Paul McCartney', 'George Harrison', 'Ringo Starr']","Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live television performance."
244,Contempt,-1963,Not Rated,102 min,"Drama, Romance            ",7.6,"27,734","27,734",Jean-Luc Godard,"['Brigitte Bardot', 'Jack Palance', 'Michel Piccoli', 'Giorgia Moll']",Screenwriter Paul Javal's marriage to his wife Camille disintegrates during movie production as she spends time with the producer. Layered conflicts between art and business ensue.
245,Giant,-1956,G,201 min,"Drama, Western            ",7.6,"33,090","33,090",George Stevens,"['Elizabeth Taylor', 'Rock Hudson', 'James Dean', 'Carroll Baker']",Sprawling epic covering the life of a Texas cattle rancher and his family and associates.
246,From Here to Eternity,-1953,Passed,118 min,"Drama, Romance, War            ",7.6,"42,147","42,147",Fred Zinnemann,"['Burt Lancaster', 'Montgomery Clift', 'Deborah Kerr', 'Donna Reed']","In Hawaii in 1941, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second-in-command are falling in love."
247,Lifeboat,-1944,Not Rated,97 min,"Drama, War            ",7.6,"25,715","25,715",Alfred Hitchcock,"['Tallulah Bankhead', 'John Hodiak', 'Walter Slezak', 'William Bendix']",Several survivors of a torpedoed merchant ship in World War II find themselves in the same lifeboat with one of the U-boat men who sunk it.
248,Snow White and the Seven Dwarfs,-1937,Approved,83 min,"Animation, Family, Fantasy            ",7.6,"1,76,340","1,76,340",William Cottrell,"['David Hand', 'Wilfred Jackson', 'Larry Morey', 'Perce Pearce']","Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
249,The 39 Steps,-1935,Not Rated,86 min,"Film-Noir, Mystery, Thriller            ",7.6,"50,160","50,160",Alfred Hitchcock,"['Robert Donat', 'Madeleine Carroll', 'Lucie Mannheim', 'Godfrey Tearle']","A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information."
